Date,Store_ID,Product_ID,Category,Units_Sold,Unit_Price,Revenue,Stock_On_Hand,Promotion_Flag
2023-02-21,S005,P002,Beverages,11,76.11,837.21,138,0
2023-02-21,S005,P008,Beverages,11,31.31,344.41,140,1
2023-02-21,S005,P004,Bakery,13,93.9,1220.7,278,1
2023-02-21,S005,P012,Dairy,8,95.66,765.28,104,0
2023-02-21,S005,P017,Beverages,6,64.61,387.66,250,0
2023-02-21,S005,P005,Dairy,6,18.17,109.02,187,0
2023-02-21,S005,P018,Snacks,7,23.41,163.87,255,0
2023-02-22,S001,P013,Bakery,5,54.17,270.85,153,0
2023-02-22,S001,P003,Beverages,6,57.62,345.72,254,0
2023-02-22,S001,P004,Bakery,12,61.32,735.84,141,0
2023-02-22,S001,P010,Dairy,5,35.27,176.35,235,0
2023-02-22,S001,P019,Beverages,12,63.21,758.52,133,1
2023-02-22,S001,P017,Bakery,13,35.91,466.83,78,1
2023-02-22,S002,P001,Beverages,14,22.65,317.1,240,0
2023-02-22,S002,P002,Dairy,10,41.62,416.2,116,0
2023-02-22,S002,P014,Dairy,7,91.04,637.28,298,0
2023-02-22,S002,P013,Snacks,16,22.98,367.68,124,0
2023-02-22,S002,P011,Beverages,9,78.0,702.0,154,0
2023-02-22,S002,P003,Dairy,10,61.24,612.4,261,0
2023-02-22,S002,P016,Snacks,7,91.31,639.17,231,1
2023-02-22,S002,P019,Bakery,12,58.82,705.84,109,0
2023-02-22,S002,P018,Beverages,8,53.52,428.16,108,0
2023-02-22,S002,P004,Snacks,11,78.7,865.7,286,1
2023-02-22,S003,P017,Dairy,7,40.54,283.78,74,0
2023-02-22,S003,P018,Beverages,11,75.26,827.86,281,0
2023-02-22,S003,P020,Bakery,7,86.71,606.97,119,0
2023-02-22,S003,P001,Snacks,6,25.05,150.3,158,0
2023-02-22,S003,P013,Snacks,7,25.82,180.74,51,0
2023-02-22,S003,P019,Snacks,10,62.12,621.2,127,0
2023-02-22,S003,P015,Beverages,8,50.49,403.92,95,1
2023-02-22,S003,P002,Snacks,8,69.58,556.64,149,0
2023-02-22,S004,P018,Snacks,9,99.71,897.39,52,1
2023-02-22,S004,P015,Bakery,11,52.17,573.87,248,0
2023-02-22,S004,P013,Bakery,7,24.3,170.1,138,0
2023-02-22,S004,P003,Bakery,16,86.88,1390.08,268,0
2023-02-22,S004,P009,Dairy,11,46.69,513.59,125,0
2023-02-22,S004,P019,Beverages,10,10.7,107.0,140,0
2023-02-22,S004,P011,Snacks,10,24.03,240.3,281,0
2023-02-22,S005,P004,Snacks,9,90.45,814.05,100,0
2023-02-22,S005,P005,Bakery,5,45.79,228.95,202,0
2023-02-22,S005,P020,Beverages,6,94.14,564.84,62,0
2023-02-22,S005,P003,Dairy,12,56.52,678.24,145,1
2023-02-22,S005,P001,Bakery,13,39.18,509.34,130,0
2023-02-22,S005,P002,Dairy,4,22.05,88.2,185,0
2023-02-22,S005,P014,Snacks,10,15.24,152.4,225,0
2023-02-22,S005,P015,Dairy,12,19.42,233.04,194,0
2023-02-22,S005,P013,Beverages,11,68.52,753.72,53,1
2023-02-22,S005,P008,Beverages,5,12.8,64.0,160,0
2023-02-22,S005,P009,Bakery,10,33.57,335.7,269,0
2023-02-22,S005,P007,Beverages,8,23.4,187.2,130,0
2023-02-23,S001,P014,Snacks,6,38.87,233.22,82,0
2023-02-23,S001,P006,Dairy,11,73.46,808.06,147,0
2023-02-23,S001,P019,Dairy,16,27.05,432.8,145,1
2023-02-23,S001,P004,Bakery,10,59.97,599.7,173,1
2023-02-23,S001,P018,Bakery,19,22.59,429.21,112,0
2023-02-23,S001,P005,Snacks,11,58.3,641.3,289,0
2023-02-23,S001,P015,Beverages,8,37.43,299.44,265,0
2023-02-23,S001,P010,Dairy,14,70.78,990.92,191,0
2023-02-23,S001,P012,Bakery,8,63.34,506.72,197,1
2023-02-23,S002,P015,Beverages,12,70.07,840.84,215,0
2023-02-23,S002,P018,Bakery,9,17.4,156.6,226,0
2023-02-23,S002,P016,Snacks,13,70.08,911.04,140,0
2023-02-23,S002,P002,Beverages,11,15.09,165.99,130,0
2023-02-23,S002,P013,Beverages,10,92.06,920.6,165,0
2023-02-23,S002,P017,Bakery,9,43.52,391.68,113,1
2023-02-23,S002,P009,Beverages,11,41.75,459.25,272,1
2023-02-23,S002,P007,Beverages,8,16.88,135.04,100,0
2023-02-23,S002,P020,Bakery,11,38.2,420.2,68,0
2023-02-23,S002,P006,Beverages,10,14.19,141.9,97,1
2023-02-23,S002,P011,Snacks,5,92.36,461.8,55,1
2023-02-23,S003,P010,Dairy,9,88.68,798.12,157,1
2023-02-23,S003,P017,Snacks,15,37.84,567.6,117,1
2023-02-23,S003,P015,Beverages,3,74.93,224.79,65,0
2023-02-23,S003,P013,Snacks,12,90.74,1088.88,72,0
2023-02-23,S003,P003,Snacks,8,74.25,594.0,226,1
2023-02-23,S003,P001,Beverages,13,75.86,986.18,223,0
2023-02-23,S003,P008,Snacks,12,98.52,1182.24,277,0
2023-02-23,S003,P011,Dairy,8,93.23,745.84,85,0
2023-02-23,S003,P005,Snacks,8,69.42,555.36,87,0
2023-02-23,S003,P014,Bakery,5,28.76,143.8,160,0
2023-02-23,S003,P002,Beverages,9,30.29,272.61,288,0
2023-02-23,S003,P016,Snacks,11,22.46,247.06,231,0
2023-02-23,S004,P018,Snacks,7,11.76,82.32,247,0
2023-02-23,S004,P016,Bakery,8,62.19,497.52,241,1
2023-02-23,S004,P008,Beverages,9,71.22,640.98,206,0
2023-02-23,S004,P007,Dairy,8,81.62,652.96,277,0
2023-02-23,S004,P002,Dairy,12,15.98,191.76,53,0
2023-02-23,S004,P012,Beverages,9,79.94,719.46,51,0
2023-02-23,S004,P010,Dairy,12,15.8,189.6,236,0
2023-02-23,S004,P017,Beverages,17,84.55,1437.35,179,1
2023-02-23,S005,P014,Snacks,6,66.62,399.72,295,0
2023-02-23,S005,P018,Dairy,12,41.15,493.8,159,0
2023-02-23,S005,P020,Snacks,17,17.89,304.13,115,1
2023-02-23,S005,P015,Dairy,9,61.94,557.46,284,0
2023-02-23,S005,P002,Beverages,10,40.85,408.5,217,1
2023-02-23,S005,P004,Snacks,5,11.27,56.35,265,0
2023-02-24,S001,P014,Snacks,13,99.9,1298.7,125,0
2023-02-24,S001,P007,Beverages,7,80.18,561.26,222,0
2023-02-24,S001,P003,Bakery,8,25.46,203.68,213,0
2023-02-24,S001,P001,Beverages,13,42.74,555.62,297,0
2023-02-24,S001,P008,Beverages,7,58.96,412.72,94,0
2023-02-24,S001,P016,Bakery,10,77.6,776.0,266,0
2023-02-24,S001,P004,Snacks,8,90.01,720.08,222,0
2023-02-24,S001,P018,Snacks,4,23.02,92.08,112,0
2023-02-24,S001,P005,Beverages,6,66.72,400.32,293,1
2023-02-24,S001,P011,Beverages,8,94.75,758.0,74,0
2023-02-24,S001,P012,Snacks,12,95.16,1141.92,218,0
2023-02-24,S001,P017,Bakery,12,15.26,183.12,298,0
2023-02-24,S002,P016,Bakery,13,98.75,1283.75,93,1
2023-02-24,S002,P008,Bakery,14,65.62,918.68,293,0
2023-02-24,S002,P020,Dairy,7,73.8,516.6,87,0
2023-02-24,S002,P018,Snacks,5,71.79,358.95,160,1
2023-02-24,S002,P009,Dairy,11,43.75,481.25,122,0
2023-02-24,S002,P019,Bakery,12,78.91,946.92,163,0
2023-02-24,S002,P012,Bakery,9,50.75,456.75,108,0
2023-02-24,S003,P010,Bakery,14,30.28,423.92,68,1
2023-02-24,S003,P017,Snacks,10,82.52,825.2,141,1
2023-02-24,S003,P013,Dairy,9,61.15,550.35,53,0
2023-02-24,S003,P001,Snacks,7,85.9,601.3,279,0
2023-02-24,S003,P018,Bakery,15,60.96,914.4,273,0
2023-02-24,S003,P015,Bakery,11,99.16,1090.76,108,0
2023-02-24,S003,P008,Bakery,10,26.64,266.4,222,0
2023-02-24,S003,P006,Bakery,9,23.31,209.79,62,0
2023-02-24,S003,P019,Snacks,10,99.06,990.6,63,0
2023-02-24,S003,P014,Bakery,6,43.54,261.24,149,0
2023-02-24,S003,P005,Bakery,11,59.34,652.74,127,0
2023-02-24,S003,P020,Beverages,9,51.58,464.22,111,0
2023-02-24,S004,P002,Dairy,13,10.42,135.46,256,0
2023-02-24,S004,P014,Snacks,6,94.04,564.24,209,0
2023-02-24,S004,P007,Bakery,8,91.26,730.08,274,0
2023-02-24,S004,P005,Bakery,12,94.46,1133.52,183,0
2023-02-24,S004,P018,Bakery,6,32.05,192.3,59,0
2023-02-24,S004,P015,Snacks,10,96.14,961.4,156,1
2023-02-24,S004,P003,Beverages,12,78.84,946.08,261,0
2023-02-24,S004,P004,Dairy,14,46.03,644.42,147,0
2023-02-24,S005,P016,Snacks,8,41.92,335.36,188,0
2023-02-24,S005,P008,Bakery,12,39.27,471.24,57,0
2023-02-24,S005,P012,Bakery,13,22.99,298.87,267,0
2023-02-24,S005,P006,Snacks,12,54.83,657.96,201,1
2023-02-24,S005,P010,Dairy,9,61.3,551.7,124,0
2023-02-25,S001,P005,Snacks,8,74.26,594.08,203,0
2023-02-25,S001,P015,Snacks,11,84.45,928.95,255,0
2023-02-25,S001,P012,Snacks,13,44.33,576.29,149,1
2023-02-25,S001,P008,Snacks,7,22.77,159.39,114,1
2023-02-25,S001,P019,Bakery,11,78.32,861.52,256,0
2023-02-25,S001,P001,Dairy,9,21.05,189.45,97,0
2023-02-25,S001,P003,Snacks,19,99.21,1884.99,125,0
2023-02-25,S001,P014,Snacks,7,96.94,678.58,135,0
2023-02-25,S001,P017,Dairy,13,74.95,974.35,292,0
2023-02-25,S002,P014,Dairy,12,86.23,1034.76,263,1
2023-02-25,S002,P002,Beverages,3,40.89,122.67,202,1
2023-02-25,S002,P012,Dairy,10,72.97,729.7,236,0
2023-02-25,S002,P010,Beverages,10,32.62,326.2,248,0
2023-02-25,S002,P011,Bakery,13,35.91,466.83,206,0
2023-02-25,S002,P005,Beverages,7,86.28,603.96,149,0
2023-02-25,S002,P009,Snacks,16,90.01,1440.16,167,0
2023-02-25,S003,P006,Beverages,6,95.7,574.2,231,0
2023-02-25,S003,P012,Dairy,14,79.47,1112.58,78,0
2023-02-25,S003,P011,Snacks,11,12.82,141.02,163,0
2023-02-25,S003,P017,Beverages,17,73.63,1251.71,130,0
2023-02-25,S003,P010,Dairy,8,81.1,648.8,97,0
2023-02-25,S003,P008,Snacks,5,50.61,253.05,294,1
2023-02-25,S003,P007,Dairy,13,40.05,520.65,252,0
2023-02-25,S003,P003,Snacks,9,79.63,716.67,125,1
2023-02-25,S003,P019,Bakery,9,18.23,164.07,197,1
2023-02-25,S003,P020,Snacks,10,17.23,172.3,174,1
2023-02-25,S003,P013,Bakery,8,14.95,119.6,75,0
2023-02-25,S004,P016,Dairy,6,93.31,559.86,189,1
2023-02-25,S004,P014,Bakery,10,25.72,257.2,168,0
2023-02-25,S004,P001,Beverages,9,15.98,143.82,282,1
2023-02-25,S004,P017,Beverages,12,39.89,478.68,103,1
2023-02-25,S004,P013,Beverages,12,23.64,283.68,89,1
2023-02-25,S004,P019,Bakery,4,42.28,169.12,258,1
2023-02-25,S004,P018,Dairy,12,31.88,382.56,245,0
2023-02-25,S004,P009,Dairy,10,46.31,463.1,243,0
2023-02-25,S004,P012,Bakery,8,63.92,511.36,92,0
2023-02-25,S004,P002,Dairy,10,27.1,271.0,119,0
2023-02-25,S004,P020,Bakery,8,65.0,520.0,259,0
2023-02-25,S004,P005,Snacks,7,91.49,640.43,238,0
2023-02-25,S005,P017,Snacks,11,52.93,582.23,157,0
2023-02-25,S005,P004,Snacks,15,11.26,168.9,212,1
2023-02-25,S005,P003,Dairy,13,32.48,422.24,299,0
2023-02-25,S005,P007,Beverages,12,41.9,502.8,254,0
2023-02-25,S005,P016,Snacks,3,41.84,125.52,251,0
2023-02-25,S005,P020,Snacks,9,54.96,494.64,93,0
2023-02-25,S005,P002,Beverages,15,50.28,754.2,287,0
2023-02-25,S005,P001,Bakery,11,97.38,1071.18,249,0
2023-02-25,S005,P011,Beverages,12,91.15,1093.8,192,0
2023-02-25,S005,P012,Snacks,9,67.3,605.7,252,0
2023-02-25,S005,P013,Beverages,7,25.33,177.31,94,0
2023-02-25,S005,P010,Bakery,10,55.13,551.3,136,0
2023-02-25,S005,P015,Dairy,12,89.31,1071.72,185,1
2023-02-25,S005,P009,Bakery,8,87.88,703.04,189,0
2023-02-26,S001,P006,Dairy,11,45.17,496.87,290,0
2023-02-26,S001,P003,Dairy,5,24.11,120.55,121,0
2023-02-26,S001,P010,Beverages,8,89.73,717.84,237,0
2023-02-26,S001,P019,Snacks,11,98.71,1085.81,201,0
2023-02-26,S001,P018,Bakery,10,24.72,247.2,161,1
2023-02-26,S001,P020,Beverages,5,98.76,493.8,228,0
2023-02-26,S002,P020,Snacks,17,76.7,1303.9,270,1
2023-02-26,S002,P018,Snacks,22,61.03,1342.66,258,0
2023-02-26,S002,P013,Dairy,15,85.89,1288.35,296,0
2023-02-26,S002,P001,Bakery,3,15.99,47.97,83,0
2023-02-26,S002,P009,Bakery,5,50.12,250.6,192,0
2023-02-26,S002,P012,Bakery,9,94.35,849.15,125,0
2023-02-26,S002,P002,Bakery,14,78.98,1105.72,267,0
2023-02-26,S002,P005,Snacks,6,61.94,371.64,229,0
2023-02-26,S003,P001,Dairy,11,44.53,489.83,153,1
2023-02-26,S003,P003,Dairy,9,34.84,313.56,80,0
2023-02-26,S003,P008,Bakery,14,12.95,181.3,291,0
2023-02-26,S003,P007,Snacks,13,93.63,1217.19,299,0
2023-02-26,S003,P005,Snacks,8,67.42,539.36,270,0
2023-02-26,S003,P014,Bakery,8,34.82,278.56,161,0
2023-02-26,S003,P011,Beverages,12,60.31,723.72,67,1
2023-02-26,S003,P010,Bakery,8,25.57,204.56,192,0
2023-02-26,S003,P013,Bakery,12,34.21,410.52,220,1
2023-02-26,S003,P018,Dairy,8,21.62,172.96,259,0
2023-02-26,S003,P009,Beverages,9,21.01,189.09,280,0
2023-02-26,S003,P017,Beverages,7,26.6,186.2,225,0
2023-02-26,S004,P016,Beverages,12,98.68,1184.16,59,1
2023-02-26,S004,P009,Dairy,6,58.77,352.62,213,0
2023-02-26,S004,P014,Bakery,8,13.91,111.28,168,0
2023-02-26,S004,P018,Dairy,11,55.66,612.26,77,0
2023-02-26,S004,P015,Bakery,9,24.29,218.61,92,0
2023-02-26,S004,P012,Beverages,8,55.28,442.24,181,1
2023-02-26,S004,P003,Bakery,12,26.77,321.24,51,1
2023-02-26,S004,P020,Beverages,12,57.3,687.6,285,1
2023-02-26,S005,P003,Snacks,9,38.07,342.63,210,0
2023-02-26,S005,P011,Snacks,12,71.5,858.0,265,0
2023-02-26,S005,P002,Bakery,7,31.07,217.49,180,0
2023-02-26,S005,P015,Bakery,8,85.14,681.12,129,0
2023-02-26,S005,P001,Beverages,9,39.39,354.51,237,0
2023-02-26,S005,P006,Snacks,6,61.45,368.7,82,0
2023-02-26,S005,P016,Bakery,13,98.2,1276.6,207,1
2023-02-27,S001,P006,Snacks,16,11.28,180.48,63,0
2023-02-27,S001,P016,Dairy,11,84.3,927.3,155,1
2023-02-27,S001,P020,Snacks,14,21.57,301.98,244,0
2023-02-27,S001,P003,Snacks,11,87.95,967.45,122,0
2023-02-27,S001,P004,Beverages,4,70.91,283.64,165,1
2023-02-27,S001,P018,Dairy,10,44.19,441.9,171,0
2023-02-27,S001,P012,Beverages,11,41.37,455.07,297,0
2023-02-27,S001,P019,Dairy,9,58.08,522.72,76,0
2023-02-27,S001,P002,Bakery,14,78.93,1105.02,227,1
2023-02-27,S001,P007,Snacks,6,36.38,218.28,248,0
2023-02-27,S001,P015,Snacks,5,34.46,172.3,209,0
2023-02-27,S002,P020,Bakery,17,38.82,659.94,258,0
2023-02-27,S002,P016,Bakery,11,17.81,195.91,106,0
2023-02-27,S002,P015,Dairy,11,68.45,752.95,230,0
2023-02-27,S002,P013,Beverages,10,88.86,888.6,172,0
2023-02-27,S002,P019,Snacks,8,11.62,92.96,223,0
2023-02-27,S002,P007,Beverages,18,57.7,1038.6,116,1
2023-02-27,S002,P006,Beverages,8,51.33,410.64,218,0
2023-02-27,S002,P010,Dairy,11,33.27,365.97,106,0
2023-02-27,S002,P001,Dairy,6,41.44,248.64,173,0
2023-02-27,S003,P005,Beverages,12,98.03,1176.36,254,0
2023-02-27,S003,P013,Dairy,12,71.39,856.68,88,0
2023-02-27,S003,P012,Bakery,15,41.33,619.95,86,0
2023-02-27,S003,P003,Snacks,9,50.13,451.17,246,0
2023-02-27,S003,P001,Bakery,13,67.72,880.36,222,0
2023-02-27,S003,P010,Bakery,6,24.0,144.0,246,0
2023-02-27,S003,P018,Bakery,11,48.95,538.45,235,1
2023-02-27,S003,P006,Bakery,11,40.89,449.79,160,1
2023-02-27,S003,P009,Beverages,11,39.86,438.46,87,0
2023-02-27,S003,P020,Beverages,10,73.94,739.4,283,0
2023-02-27,S004,P019,Bakery,12,36.23,434.76,98,0
2023-02-27,S004,P008,Dairy,13,40.96,532.48,174,0
2023-02-27,S004,P014,Bakery,10,77.61,776.1,228,0
2023-02-27,S004,P018,Snacks,16,19.42,310.72,172,0
2023-02-27,S004,P009,Snacks,7,47.81,334.67,125,0
2023-02-27,S004,P013,Dairy,11,89.18,980.98,110,0
2023-02-27,S004,P017,Snacks,10,16.24,162.4,92,1
2023-02-27,S004,P012,Snacks,8,23.22,185.76,246,0
2023-02-27,S004,P003,Dairy,15,75.19,1127.85,219,1
2023-02-27,S004,P010,Beverages,14,79.76,1116.64,223,0
2023-02-27,S004,P015,Bakery,4,30.33,121.32,137,0
2023-02-27,S004,P020,Dairy,13,17.78,231.14,284,0
2023-02-27,S005,P020,Dairy,7,59.14,413.98,105,0
2023-02-27,S005,P004,Beverages,9,44.37,399.33,85,0
2023-02-27,S005,P018,Dairy,3,11.87,35.61,208,0
2023-02-27,S005,P017,Bakery,6,35.99,215.94,155,0
2023-02-27,S005,P010,Bakery,13,35.61,462.93,188,0
2023-02-27,S005,P001,Bakery,8,70.68,565.44,65,0
2023-02-27,S005,P007,Bakery,9,92.01,828.09,76,0
2023-02-27,S005,P011,Beverages,11,21.93,241.23,82,1
2023-02-28,S001,P008,Dairy,9,13.58,122.22,59,1
2023-02-28,S001,P006,Bakery,13,43.6,566.8,75,0
2023-02-28,S001,P017,Bakery,14,31.66,443.24,239,0
2023-02-28,S001,P019,Snacks,8,68.88,551.04,214,0
2023-02-28,S001,P018,Snacks,8,14.21,113.68,115,0
2023-02-28,S001,P012,Beverages,5,85.2,426.0,65,1
2023-02-28,S001,P009,Bakery,15,41.04,615.6,148,1
2023-02-28,S001,P010,Dairy,17,98.46,1673.82,76,0
2023-02-28,S001,P016,Dairy,8,61.98,495.84,135,0
2023-02-28,S001,P004,Bakery,10,26.36,263.6,161,0
2023-02-28,S001,P011,Bakery,11,56.07,616.77,125,0
2023-02-28,S001,P001,Dairy,9,54.97,494.73,211,0
2023-02-28,S002,P002,Dairy,10,32.59,325.9,162,0
2023-02-28,S002,P014,Dairy,5,85.56,427.8,121,0
2023-02-28,S002,P018,Dairy,9,18.25,164.25,54,1
2023-02-28,S002,P017,Snacks,10,43.17,431.7,239,0
2023-02-28,S002,P019,Snacks,8,36.62,292.96,251,0
2023-02-28,S002,P020,Bakery,7,91.99,643.93,216,1
2023-02-28,S003,P018,Dairy,5,54.75,273.75,97,0
2023-02-28,S003,P005,Dairy,7,40.83,285.81,193,0
2023-02-28,S003,P020,Beverages,10,32.29,322.9,53,0
2023-02-28,S003,P007,Beverages,10,99.62,996.2,291,0
2023-02-28,S003,P016,Beverages,10,79.79,797.9,167,0
2023-02-28,S003,P008,Snacks,13,45.69,593.97,77,1
2023-02-28,S003,P004,Beverages,10,33.51,335.1,102,0
2023-02-28,S003,P006,Bakery,8,97.43,779.44,86,0
2023-02-28,S003,P012,Bakery,10,24.36,243.6,169,0
2023-02-28,S003,P017,Dairy,11,87.31,960.41,193,0
2023-02-28,S003,P009,Dairy,6,10.89,65.34,247,0
2023-02-28,S004,P019,Snacks,12,17.62,211.44,156,0
2023-02-28,S004,P013,Dairy,9,65.93,593.37,60,0
2023-02-28,S004,P006,Bakery,12,24.54,294.48,256,0
2023-02-28,S004,P001,Snacks,8,91.13,729.04,148,0
2023-02-28,S004,P020,Snacks,7,55.32,387.24,102,0
2023-02-28,S004,P018,Snacks,10,76.53,765.3,85,0
2023-02-28,S004,P014,Snacks,9,27.3,245.7,81,0
2023-02-28,S004,P003,Dairy,7,34.63,242.41,254,0
2023-02-28,S004,P004,Beverages,9,25.73,231.57,113,0
2023-02-28,S004,P016,Snacks,9,89.69,807.21,129,1
2023-02-28,S004,P010,Snacks,15,90.32,1354.8,244,0
2023-02-28,S004,P012,Snacks,12,57.07,684.84,97,0
2023-02-28,S004,P008,Bakery,7,44.07,308.49,158,0
2023-02-28,S004,P002,Dairy,13,49.64,645.32,284,0
2023-02-28,S005,P014,Beverages,9,87.22,784.98,249,1
2023-02-28,S005,P019,Dairy,15,34.18,512.7,258,1
2023-02-28,S005,P016,Bakery,12,78.22,938.64,206,1
2023-02-28,S005,P007,Bakery,17,40.83,694.11,137,0
2023-02-28,S005,P003,Bakery,7,15.21,106.47,130,1
2023-02-28,S005,P002,Dairy,7,56.36,394.52,104,1
2023-02-28,S005,P005,Dairy,11,30.43,334.73,275,0
2023-02-28,S005,P004,Snacks,4,81.46,325.84,264,0
2023-02-28,S005,P015,Dairy,7,95.29,667.03,270,0
2023-03-01,S001,P013,Snacks,12,64.58,774.96,199,0
2023-03-01,S001,P004,Bakery,5,86.44,432.2,154,0
2023-03-01,S001,P003,Dairy,15,68.63,1029.45,248,0
2023-03-01,S001,P015,Snacks,13,73.88,960.44,65,0
2023-03-01,S001,P001,Bakery,8,61.42,491.36,109,0
2023-03-01,S002,P018,Beverages,10,73.62,736.2,91,1
2023-03-01,S002,P016,Bakery,9,61.93,557.37,224,0
2023-03-01,S002,P010,Dairy,17,91.52,1555.84,212,0
2023-03-01,S002,P017,Bakery,8,21.81,174.48,175,0
2023-03-01,S002,P002,Bakery,11,93.97,1033.67,150,0
2023-03-01,S002,P014,Snacks,12,62.91,754.92,64,0
2023-03-01,S003,P002,Dairy,8,16.73,133.84,233,1
2023-03-01,S003,P016,Beverages,13,82.42,1071.46,258,1
2023-03-01,S003,P013,Snacks,12,64.1,769.2,251,0
2023-03-01,S003,P012,Snacks,10,17.01,170.1,185,0
2023-03-01,S003,P001,Dairy,11,27.12,298.32,188,0
2023-03-01,S003,P003,Dairy,7,65.22,456.54,271,0
2023-03-01,S003,P017,Beverages,13,34.5,448.5,51,0
2023-03-01,S003,P007,Beverages,10,98.99,989.9,288,0
2023-03-01,S003,P019,Dairy,6,21.79,130.74,52,0
2023-03-01,S003,P014,Bakery,8,93.84,750.72,173,0
2023-03-01,S003,P005,Bakery,7,30.06,210.42,298,1
2023-03-01,S004,P009,Bakery,8,70.39,563.12,132,0
2023-03-01,S004,P014,Dairy,5,48.41,242.05,155,1
2023-03-01,S004,P004,Dairy,8,62.44,499.52,69,1
2023-03-01,S004,P019,Bakery,9,26.71,240.39,295,0
2023-03-01,S004,P018,Bakery,9,85.38,768.42,123,0
2023-03-01,S004,P006,Dairy,8,89.07,712.56,105,1
2023-03-01,S004,P012,Dairy,9,26.17,235.53,120,0
2023-03-01,S004,P003,Bakery,6,57.75,346.5,176,1
2023-03-01,S004,P001,Bakery,15,29.93,448.95,165,0
2023-03-01,S005,P004,Snacks,5,78.96,394.8,105,0
2023-03-01,S005,P008,Snacks,9,87.02,783.18,220,0
2023-03-01,S005,P001,Bakery,11,35.04,385.44,171,0
2023-03-01,S005,P017,Dairy,12,18.92,227.04,165,1
2023-03-01,S005,P015,Bakery,12,43.02,516.24,73,0
2023-03-01,S005,P003,Beverages,15,37.29,559.35,287,0
2023-03-01,S005,P013,Bakery,11,99.14,1090.54,141,0
2023-03-01,S005,P011,Bakery,13,55.28,718.64,141,1
2023-03-02,S001,P014,Beverages,11,68.61,754.71,240,0
2023-03-02,S001,P019,Bakery,13,78.23,1016.99,140,0
2023-03-02,S001,P002,Beverages,8,15.67,125.36,249,0
2023-03-02,S001,P018,Snacks,9,95.21,856.89,164,1
2023-03-02,S001,P012,Bakery,8,64.16,513.28,249,0
2023-03-02,S001,P013,Beverages,10,48.08,480.8,158,0
2023-03-02,S001,P008,Bakery,8,99.07,792.56,165,1
2023-03-02,S002,P008,Snacks,17,19.01,323.17,219,0
2023-03-02,S002,P020,Snacks,6,86.23,517.38,284,0
2023-03-02,S002,P013,Bakery,12,15.97,191.64,265,0
2023-03-02,S002,P009,Bakery,13,30.16,392.08,68,0
2023-03-02,S002,P012,Beverages,13,95.74,1244.62,153,0
2023-03-02,S002,P018,Snacks,10,42.53,425.3,91,0
2023-03-02,S002,P011,Snacks,11,74.91,824.01,279,0
2023-03-02,S002,P015,Dairy,6,51.75,310.5,280,0
2023-03-02,S002,P002,Bakery,7,59.66,417.62,137,0
2023-03-02,S002,P005,Beverages,14,87.83,1229.62,278,0
2023-03-02,S002,P010,Snacks,8,61.39,491.12,261,0
2023-03-02,S002,P001,Bakery,8,55.5,444.0,68,0
2023-03-02,S002,P016,Bakery,7,31.52,220.64,213,0
2023-03-02,S002,P017,Bakery,15,80.33,1204.95,228,0
2023-03-02,S003,P003,Snacks,16,86.12,1377.92,126,1
2023-03-02,S003,P007,Bakery,14,81.18,1136.52,249,1
2023-03-02,S003,P011,Snacks,9,44.34,399.06,103,0
2023-03-02,S003,P010,Bakery,13,69.58,904.54,130,0
2023-03-02,S003,P009,Bakery,5,97.62,488.1,97,0
2023-03-02,S003,P019,Snacks,7,56.92,398.44,62,1
2023-03-02,S003,P020,Snacks,14,87.23,1221.22,272,1
2023-03-02,S003,P001,Beverages,10,23.44,234.4,80,1
2023-03-02,S003,P012,Beverages,10,21.47,214.7,204,0
2023-03-02,S003,P018,Snacks,12,19.55,234.6,124,0
2023-03-02,S003,P004,Bakery,11,90.03,990.33,169,0
2023-03-02,S003,P015,Snacks,9,62.15,559.35,299,0
2023-03-02,S003,P014,Dairy,12,69.54,834.48,61,0
2023-03-02,S003,P005,Beverages,7,75.16,526.12,106,0
2023-03-02,S004,P006,Snacks,10,84.17,841.7,142,0
2023-03-02,S004,P016,Beverages,7,89.66,627.62,59,0
2023-03-02,S004,P002,Beverages,14,58.19,814.66,211,0
2023-03-02,S004,P008,Snacks,12,26.08,312.96,268,1
2023-03-02,S004,P019,Dairy,14,96.76,1354.64,186,0
2023-03-02,S004,P007,Dairy,12,23.15,277.8,177,0
2023-03-02,S004,P005,Beverages,9,91.46,823.14,115,1
2023-03-02,S004,P017,Bakery,6,98.05,588.3,207,0
2023-03-02,S004,P003,Dairy,10,64.35,643.5,149,0
2023-03-02,S004,P014,Beverages,16,71.61,1145.76,124,0
2023-03-02,S004,P001,Snacks,6,97.42,584.52,283,0
2023-03-02,S004,P020,Bakery,5,41.59,207.95,78,0
2023-03-02,S004,P004,Bakery,7,15.71,109.97,192,0
2023-03-02,S005,P018,Bakery,7,97.77,684.39,138,0
2023-03-02,S005,P010,Bakery,12,83.38,1000.56,255,0
2023-03-02,S005,P012,Snacks,11,15.84,174.24,82,0
2023-03-02,S005,P013,Snacks,7,61.57,430.99,154,0
2023-03-02,S005,P004,Snacks,17,62.39,1060.63,213,0
2023-03-02,S005,P008,Beverages,6,76.0,456.0,229,1
2023-03-02,S005,P011,Bakery,15,23.94,359.1,216,0
2023-03-03,S001,P012,Bakery,10,40.77,407.7,292,0
2023-03-03,S001,P004,Beverages,13,98.63,1282.19,109,0
2023-03-03,S001,P010,Dairy,10,50.42,504.2,261,0
2023-03-03,S001,P001,Snacks,9,33.44,300.96,127,0
